IDs,Formula,Definition,Lower bound,Upper bound,Reaction name,comments,DB_IDs,ECs,Compartments,Kegg Definition,Kegg Equation,Pathways
UF00057_C,idtL_c  +  nad_c  <=>  h_c  +  nadh_c  +  srbL_c,L-iditol  +  NAD(1-)  <=>   L-sorbopyranose  +  NADH(2-)  +  H + ,-1000,1000,L-iditol:NAD+ 2-oxidoreductase (1.1.1.14),,R07145,1.1.1.14,1,L-Iditol + NAD+ <=> L-Sorbose + NADH + H+,C01507 + C00003 <=> C00247 + C00004 + C00080,
UF00058_C,fru_c  +  h_c  +  nadh_c  -->  nad_c  +  sbtD_c,D-Fructose  +  H +   +  NADH(2-)  <=>   NAD(1-)  +  D-sorbitol,0,1000,D-Glucitol:NAD+ 2-oxidoreductase (1.1.1.14|1.1.1.15),,R00875,1.1.1.14|1.1.1.15,1,D-Sorbitol + NAD+ <=> D-Fructose + NADH + H+,C00794 + C00003 <=> C00095 + C00004 + C00080,"rn00051  Fructose and mannose metabolism, "
UF00059_C,h_c  +  nadh_c  +  xyluL_c  <=>  nad_c  +  xylt_c,L-Xylulose  +  NADH(2-)  +  H +   <=>   Xylitol  +  NAD(1-),-1000,1000,xylitol:NAD oxidoreductase (1.1.1.15),,R05831,1.1.1.15,1,Xylitol + NAD+ <=> L-Xylulose + NADH + H+,C00379 + C00003 <=> C00312 + C00004 + C00080,
UF00060_C,glyc_c  +  nadp_c  -->  dha_c  +  h_c  +  nadph_c,NADP(3-)  +  Glycerol  <=>   NADPH(4-)  +  H +   +  Dihydroxyacetone,-1000,0,glycerol:NADP+ 2-oxidoreductase (glycerone-forming) (1.1.1.156),,R01039,1.1.1.156,1,Glycerol + NADP+ <=> Glycerone + NADPH + H+,C00116 + C00006 <=> C00184 + C00005 + C00080,"rn00561  Glycerolipid metabolism, "
UF00061_C,galt_c  +  nad_c  <=>  h_c  +  nadh_c  +  tagatose_c,Galactitol  +  NAD(1-)  <=>   Tagatose  +  NADH(2-)  +  H + ,-1000,1000,galactitol:NAD+ 2-oxidoreductase (1.1.1.16),,R02928,1.1.1.16,1,Galactitol + NAD+ <=> D-Tagatose + NADH + H+,C01697 + C00003 <=> C00795 + C00004 + C00080,"rn00052  Galactose metabolism, "
UF00062_C,2dhp_c  +  h_c  +  nadph_c  -->  nadp_c  +  pantR_c,2-dehydropantoate  +  H +   +  NADPH(4-)  <=>   NADP(3-)  +  (R)-pantoate,0,1000,(R)-Pantoate:NADP+ 2-oxidoreductase (1.1.1.169),,R02472,1.1.1.169,1,(R)-Pantoate + NADP+ <=> 2-Dehydropantoate + NADPH + H+,C00522 + C00006 <=> C00966 + C00005 + C00080,"rn00770  Pantothenate and CoA biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00119  Pantothenate biosynthesis, valine/L-aspartate => pantothenate"
UF00063_C,mnl1p_c  +  nad_c  <=>  f6p_c  +  h_c  +  nadh_c,D-mannitol 1-phosphate(2-)  +  NAD(1-)  <=>   D-fructofuranose 6-phosphate(2-)  +  H +   +  NADH(2-),-1000,1000,D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase (1.1.1.17),,R02703,1.1.1.17,1,D-Mannitol 1-phosphate + NAD+ <=> D-Fructose 6-phosphate + NADH + H+,C00644 + C00003 <=> C05345 + C00004 + C00080,"rn00051  Fructose and mannose metabolism, "
UF00064_R,4f4mzym_r  +  nadph_r  +  o2_r  -->  4mzym_int1_r  +  h2o_r  +  nadp_r,"4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol  +  NADPH(4-)  +  dioxygen  <=>   NADP(3-)  +  water  +  4beta-methylzymosterol-4alpha-carboxylate",0,1000,C3-sterol dehydrogenase (1.1.1.170),,ND,1.1.1.170,1,,,
UF00065_R,4mzym_int1_r  +  nadp_r  <=>  4mzym_int2_r  +  co2_r  +  nadph_r ,4beta-methylzymosterol-4alpha-carboxylate  +  NADP(3-)  <=>   3-dehydro-4alpha-methylzymosterol  +  NADPH(4-)  +  carbon dioxide,0,1000,sterol-4alpha-carboxylate 3-dehydrogenase (1.1.1.170),,R07494,1.1.1.170,1,4alpha-Methylzymosterol-4-carboxylate + NADP+ <=> 3-Keto-4-methylzymosterol + NADPH + H+ + CO2,C15808 + C00006 <=> C15816 + C00005 + C00080 + C00011,"rn00100  Steroid biosynthesis, rn01130  Biosynthesis of antibiotics, MODULE M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol"
UF00066_R,nadp_r  +  zym_int1_r  <=>  co2_r  +  nadph_r  +  zym_int2_r + h_r,"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol  +  NADP(3-)  <=>   zymosterone  +  NADPH(4-)  +  carbon dioxide",0,1000,sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) (1.1.1.170),,R12404,1.1.1.170,1,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol + NADP+ <=> Zymosterone + NADPH + H+ + CO2",C22112 + C00006 <=> C22136 + C00005 + C00080 + C00011,
UF00067_C,nad_c  +  xylD_c  -->  h_c  +  nadh_c  +  xylnactD_c,"NAD(1-)  +  D-Xylose  <=>   D-Xylono-1,5-lactone  +  H +   +  NADH(2-)",-1000,1000,D-xylose:NAD+ 1-oxidoreductase (1.1.1.175),,R01429,1.1.1.175,1,D-Xylose + NAD+ <=> D-Xylonolactone + NADH + H+,C00181 + C00003 <=> C02266 + C00004 + C00080,"rn00040  Pentose and glucuronate interconversions, "
UF00068_C,nadp_c  +  xylD_c  -->  h_c  +  nadph_c  +  xylnactD_c,"D-Xylose  +  NADP(3-)  <=>   D-Xylono-1,5-lactone  +  NADPH(4-)  +  H + ",-1000,0,D-xylose:NADP+ 1-oxidoreductase (1.1.1.179),,R01430,1.1.1.179,1,D-Xylose + NADP+ <=> D-Xylonolactone + NADPH + H+,C00181 + C00006 <=> C02266 + C00005 + C00080,"rn00040  Pentose and glucuronate interconversions, "
UF00069_C,h_c  +  id3acald_c  +  nadh_c  -->  ind3eth_c  +  nad_c,H +   +  indol-3-ylacetaldehyde  +  NADH(2-)  <=>   indole-3-ethanol  +  NAD(1-),0,1000,indole-3-ethanol:NAD+ oxidoreductase (1.1.1.190),,R02679,1.1.1.190,1,Indole-3-ethanol + NAD+ <=> Indole-3-acetaldehyde + NADH + H+,C00955 + C00003 <=> C00637 + C00004 + C00080,
UF00070_C,h_c  +  id3acald_c  +  nadph_c  -->  ind3eth_c  +  nadp_c,H +   +  indol-3-ylacetaldehyde  +  NADPH(4-)  <=>   indole-3-ethanol  +  NADP(3-),0,1000,indole-3-ethanol:NADP+ oxidoreductase (1.1.1.191),,R02680,1.1.1.191,1,Indole-3-ethanol + NADP+ <=> Indole-3-acetaldehyde + NADPH + H+,C00955 + C00006 <=> C00637 + C00005 + C00080,
UF00071_C,conialdh_c  +  h_c  +  nadph_c  <=>  confrl_c  +  nadp_c,coniferyl aldehyde  +  NADPH(4-)  +  H +   <=>   coniferol  +  NADP(3-),-1000,1000,coniferyl alcohol:NADP+ oxidoreductase (1.1.1.194|1.1.1.195),,R02593,1.1.1.194|1.1.1.195,1,Coniferyl alcohol + NADP+ <=> Coniferyl aldehyde + NADPH + H+,C00590 + C00006 <=> C02666 + C00005 + C00080,"rn00940  Phenylpropanoid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00039  Monolignol biosynthesis, phenylalanine/tyrosine => monolignol"
UF00072_C,cinnamaldehyde_c  +  h_c  +  nadph_c  <=>  cinnamylalcohol_c  +  nadp_c,cinnamaldehyde  +  NADPH(4-)  +  H +   <=>   (E)-cinnamyl alcohol  +  NADP(3-),0,1000,cinnamyl-alcohol:NADP+ oxidoreductase (1.1.1.195),,R03054,1.1.1.195,1,Cinnamaldehyde + NADPH + H+ <=> Cinnamyl alcohol + NADP+,C00903 + C00005 + C00080 <=> C02394 + C00006,
UF00073_C,4hcinnmld_c + nadph_c + h_c --> 4hcinnmol_c + nadp_c,4-coumaraldehyde + NADPH + H+ <=> 4-coumaryl alcohol + NADP+ ,0,1000,4-coumaryl alcohol:NADP+ oxidoreductase (1.1.1.195),,R07437,1.1.1.195,1,4-Hydroxycinnamyl aldehyde + NADPH + H+ <=> 4-Coumaryl alcohol + NADP+,C05608 + C00005 + C00080 <=> C02646 + C00006,"rn00940  Phenylpropanoid biosynthesis, rn01110  Biosynthesis of secondary metabolites, MODULE M00039  Monolignol biosynthesis, phenylalanine/tyrosine => monolignol"
UF00074_C,gcald_c  +  h_c  +  nadph_c  <=>  ethyleneglycol_c  +  nadp_c,NADPH(4-)  +  Glycolaldehyde  +  H +   <=>   NADP(3-)  +  ethylene glycol,-1000,1000,ethylene glycol dehydrogenase (1.1.1.2),,RXN-14023,1.1.1.2,1,,,
UF00075_C,glcur_c  +  h_c  +  nadph_c  <=>  gulnL_c  +  nadp_c,D-glucopyranuronate  +  NADPH(4-)  +  H +   <=>   L-Gulonate  +  NADP(3-),0,1000,L-gulonate:NADP+ 6-oxidoreductase (1.1.1.2|1.1.1.19),,R01481,1.1.1.2|1.1.1.19,1,L-Gulonate + NADP+ <=> D-Glucuronate + NADPH + H+,C00800 + C00006 <=> C00191 + C00005 + C00080,"rn00040  Pentose and glucuronate interconversions, rn00053  Ascorbate and aldarate metabolism, , MODULE M00014  Glucuronate pathway (uronate pathway), M00129  Ascorbate biosynthesis, animals, glucose-1P => ascorbate"
UF00076_C,glyald_c  +  h_c  +  nadph_c  -->  glyc_c  +  nadp_c,D-Glyceraldehyde  +  NADPH(4-)  +  H +   <=>   Glycerol  +  NADP(3-),0,1000,glycerol:NADP+ oxidoreductase (1.1.1.2|1.1.1.21|1.1.1.72|1.1.1.372),,R01041,1.1.1.2|1.1.1.21|1.1.1.72|1.1.1.372,1,Glycerol + NADP+ <=> D-Glyceraldehyde + NADPH + H+,C00116 + C00006 <=> C00577 + C00005 + C00080,rn00561  Glycerolipid metabolism
UF00077_C,h2o_c  +  imp_c  +  nad_c  -->  h_c  +  nadh_c  +  xmp_c,water  +  IMP(2-)  +  NAD(1-)  <=>   H +   +  NADH(2-)  +  5'-xanthylate(2-),0,1000,IMP:NAD+ oxidoreductase (1.1.1.205),,R01130,1.1.1.205,1,IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+,C00130 + C00003 + C00001 <=> C00655 + C00004 + C00080,"rn00230  Purine metabolism, rn01110  Biosynthesis of secondary metabolites, MODULE M00050  Guanine ribonucleotide biosynthesis IMP => GDP,GTP"
UF00078_C,glcD_c  +  h_c  +  nadph_c  -->  nadp_c  +  sbtD_c,D-glucose  +  H +   +  NADPH(4-)  <=>   D-sorbitol  +  NADP(3-),0,1000,D-Glucitol:NADP+ 1-oxidoreductase (1.1.1.21),,R01787,1.1.1.21,0,D-Sorbitol + NADP+ <=> D-Glucose + NADPH + H+,C00794 + C00006 <=> C00267 + C00005 + C00080,"rn00051  Fructose and mannose metabolism, "
UF00079_C,nad_c  +  threitolL_c  <=>  eryth_c  +  h_c  +  nadh_c,L-threitol  +  NAD(1-)  <=>   L-erythrulose  +  NADH(2-)  +  H + ,-1000,1000,Alditol:NAD+ 1-oxidoreductase (1.1.1.21),,R02819,1.1.1.21,0,Alditol + NAD+ <=> Aldose + NADH + H+,C00717 + C00003 <=> C01370 + C00004 + C00080,
UF00080_C,erthrs_c  +  h_c  +  nadh_c  -->  eryt_c  +  nad_c,D-erythrose  +  NADH(2-)  +  H +   <=>   erythritol  +  NAD(1-),0,1000,erythrose reductase (1.1.1.21),,ND,1.1.1.21,1,,,
UF00081_C,erthrs_c  +  h_c  +  nadph_c  -->  eryt_c  +  nadp_c,D-erythrose  +  NADPH(4-)  +  H +   <=>   erythritol  +  NADP(3-),0,1000,erythrose reductase (1.1.1.21),,ND,1.1.1.21,1,,,
UF00082_C,gal_c  +  h_c  +  nadph_c  -->  galt_c  +  nadp_c,D-galactopyranose  +  NADPH(4-)  +  H +   <=>   Galactitol  +  NADP(3-),0,1000,galactitol:NADP+ 1-oxidoreductase (1.1.1.21),,R01095,1.1.1.21,1,D-Galactose + NADPH + H+ <=> Galactitol + NADP+,C00124 + C00005 + C00080 <=> C01697 + C00006,"rn00052  Galactose metabolism, "
UF00083_C,Lglyald_c  +  h_c  +  nadph_c  -->  glyc_c  +  nadp_c,L-glyceraldehyde  +  NADPH(4-)  +  H +   <=>   Glycerol  +  NADP(3-),0,1000,glycerol:NADP+ oxidoreductase (1.1.1.21|1.1.1.72),,R01041,1.1.1.21|1.1.1.72,1,Glycerol + NADP+ <=> D-Glyceraldehyde + NADPH + H+,C00116 + C00006 <=> C00577 + C00005 + C00080,rn00561  Glycerolipid metabolism
UF00084_C,2dhguln_c  +  h_c  +  nadph_c  <=>  glcn_c  +  nadp_c,NADPH(4-)  +  2-Dehydro-D-gluconate  +  H +   <=>   NADP(3-)  +  D-gluconate,0,1000,D-gluconate:NADP+ 2-oxidoreductase(1.1.1.215),,R01739,1.1.1.215,1,D-Gluconic acid + NADP+ <=> 2-Keto-D-gluconic acid + NADPH + H+,C00257 + C00006 <=> C06473 + C00005 + C00080,rn00030   Pentose phosphate pathway
UF00085_C,nad_c  +  phlacR_c  <=>  h_c  +  nadh_c  +  phpyr_c,(R)-3-phenyllactate  +  NAD(1-)  <=>   keto-phenylpyruvate  +  NADH(2-)  +  H + ,-1000,1000,(1.1.1.222|1.1.1.237),,R01370,1.1.1.222|1.1.1.237|1.1.1.110,1,Phenyllactate + NAD+ <=> Phenylpyruvate + NADH + H+,C05607 + C00003 <=> C00166 + C00004 + C00080,"rn00360   Phenylalanine metabolism, rn00960   Tropane, piperidine and pyridine alkaloid biosynthesis"
UF00086_C,h_c  +  man6p_c  +  nadph_c  -->  mnl1p_c  +  nadp_c,NADPH(4-)  +  D-mannose 6-phosphate(2-)  +  H +   <=>   NADP(3-)  +  D-mannitol 1-phosphate(2-),0,1000,D-mannitol-1-phosphate:NADP+ 6-oxidoreductase (1.1.1.224),,R01817,1.1.1.224,1,D-Mannitol 1-phosphate + NADP+ <=> D-Mannose 6-phosphate + NADPH + H+,C00644 + C00006 <=> C00275 + C00005 + C00080,
UF00087_C,h2o_c  +  histd_c  +  2.0 nad_c  -->  3.0 h_c  +  hisL_c  +  2.0 nadh_c,water  +  L-histidinol(1+)  +  NAD(1-)  <=>   H +   +  L-histidine zwitterion  +  NADH(2-),0,1000,L-histidinol:NAD+ oxidoreductase (1.1.1.23),,R01158,1.1.1.23,1,L-Histidinol + 2 NAD+ + H2O <=> L-Histidine + 2 NADH + 2 H+,C00860 + 2 C00003 + C00001 <=> C00135 + 2 C00004 + 2 C00080,rn01230  Biosynthesis of amino acids
UF00088_C,h_c  +  nadph_c  +  phpyr_c  -->  nadp_c  +  phlacR_c,keto-phenylpyruvate  +  NADPH(4-)  +  H +   <=>   (R)-3-phenyllactate  +  NADP(3-),0,1000,(1.1.1.237),,R01371 ,1.1.1.237,1,Phenyllactate + NADP+ <=> Phenylpyruvate + NADPH + H+,C05607 + C00006 <=> C00166 + C00005 + C00080,"rn00360   Phenylalanine metabolism, rn00960   Tropane, piperidine and pyridine alkaloid biosynthesis"
UF00089_C,nad_c  +  quin_c  <=>  3dhq_c  +  h_c  +  nadh_c,(-)-quinate  +  NAD(1-)  <=>   3-Dehydroquinate  +  NADH(2-)  +  H + ,-1000,1000,L-quinate:NAD+ 3-oxidoreductase (1.1.1.24|1.1.1.282),Quinate:NAD+ 5-oxidoreductase (1.1.1.24|1.1.1.282),R01872,1.1.1.24|1.1.1.282,1,Quinate + NAD+ <=> 3-Dehydroquinate + NADH + H+,C00296 + C00003 <=> C00944 + C00004 + C00080,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, "
UF00090_C,meoh_c  +  nad_c  <=>  fald_c  +  h_c  +  nadh_c,NAD(1-)  +  Methanol  <=>   NADH(2-)  +  Formaldehyde  +  H + ,-1000,1000,methanol:NAD+ oxidoreductase (1.1.1.244),,R00605,1.1.1.244,1,Methanol + NAD+ <=> Formaldehyde + NADH + H+,C00132 + C00003 <=> C00067 + C00004 + C00080,"rn00680  Methane metabolism, rn01120  Microbial metabolism in diverse environments"
UF00091_C,3dhsk_c  +  h_c  +  nadph_c  -->  nadp_c  +  skm_c,3-Dehydroshikimate  +  H +   +  NADPH(4-)  <=>   NADP(3-)  +  Shikimate,0,1000,Shikimate:NADP+ 3-oxidoreductase (1.1.1.25|1.1.1.282),,R02413,1.1.1.25|1.1.1.282,1,Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,C00493 + C00006 <=> C02637 + C00005 + C00080,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics, rn01230  Biosynthesis of amino acids, MODULE M00022  Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate"
UF00092_C,abtD_c  +  nad_c  <=>  h_c  +  nadh_c  +  rblD_c,D-arabinitol  +  NAD(1-)  <=>   D-Ribulose  +  NADH(2-)  +  H + ,-1000,1000,D-arabinitol:NAD+ 2-oxidoreductase (D-ribulose-forming) (1.1.1.250),,R07134,1.1.1.250,1,D-Arabitol + NAD+ <=> D-Ribulose + NADH + H+,C01904 + C00003 <=> C00309 + C00004 + C00080,"rn00040  Pentose and glucuronate interconversions, "
UF00093_C,mnl_c  +  nad_c  <=>  h_c  +  man_c  +  nadh_c,NAD(1-)  +  D-Mannitol  <=>   D-Mannose  +  H +   +  NADH(2-),-1000,1000,mannitol:NAD+ 1-oxidoreductase (1.1.1.255),,R07135,1.1.1.255,1,Mannitol + NAD+ <=> D-Mannose + NADH + H+,C00392 + C00003 <=> C00159 + C00004 + C00080,
UF00094_C,3mppal_c  +  h2o_c  +  nad_c  -->  2.0 h_c  +  mtpp_c  +  nadh_c,3-methylthiopropanal  +  NAD(1-)  +  water  <=>   3-(methylthio)propionate  +  NADH(2-)  +  H + ,-1000,1000,aldehyde dehydrogenase (1.1.1.256),,ND,1.1.1.256,1,,,
UF00095_C,6hydroxyhexanoate_c  +  nad_c  -->  6ohxoate_c  +  h_c  +  nadh_c,6-hydroxyhexanoate(1-)  +  NAD(1-)  <=>   6-oxohexanoate(1-)  +  NADH(2-)  +  H + ,-1000,1000,6-hydroxyhexanoate:NAD+ oxidoreductase (1.1.1.258),,R05283,1.1.1.258,0,6-Hydroxyhexanoic acid + NAD+ <=> Adipate semialdehyde + NADH + H+,C06103 + C00003 <=> C06102 + C00004 + C00080,"rn00930  Caprolactam degradation, rn01120  Microbial metabolism in diverse environments, rn01220  Degradation of aromatic compounds"
UF00096_C,2mbald_c  +  h2o_c  +  nad_c  -->  2mba_c  +  2.0 h_c  +  nadh_c,2-Methylbutanal  +  NAD(1-)  +  water  <=>   NADH(2-)  +  H +   +  2-methylbutyrate,-1000,1000,aldehyde dehydrogenase (1.1.1.265),,ND,1.1.1.265,1,,,
UF00097_C,3mbald_c  +  h2o_c  +  nad_c  -->  3mb_c  +  2.0 h_c  +  nadh_c,3-Methylbutanal  +  NAD(1-)  +  water  <=>   NADH(2-)  +  H +   +  3-Methylbutanoate,-1000,1000,aldehyde dehydrogenase (1.1.1.265),,ND,1.1.1.265,1,,,
UF00098_C,3mbald_c  +  h_c  +  nadh_c  -->  iamoh_c  +  nad_c,3-Methylbutanal  +  H +   +  NADH(2-)  <=>   isoamylol  +  NAD(1-),-1000,1000,3-Methylbutanol:NADP oxidoreductase(1.1.1.265),,R05685,1.1.1.265,1,3-Methylbutanol + NAD+ <=> 3-Methylbutanal + NADH + H+,C07328 + C00003 <=> C07329 + C00004 + C00080,
UF00099_C,3mbald_c  +  h_c  +  nadph_c  -->  iamoh_c  +  nadp_c,3-Methylbutanal  +  H +   +  NADPH(4-)  <=>   isoamylol  +  NADP(3-),0,1000,3-Methylbutanol:NADP oxidoreductase(1.1.1.265),,R05686,1.1.1.265,1,3-Methylbutanol + NADP+ <=> 3-Methylbutanal + NADPH + H+,C07328 + C00006 <=> C07329 + C00005 + C00080,
UF00100_C,iamoh_c  +  nad_c  <=>  2mbald_c  +  h_c  +  nadh_c,NAD(1-)  +  isoamylol  <=>   H +   +  2-Methylbutanal  +  NADH(2-),-1000,1000,(1.1.1.265),,ND,1.1.1.265,1,,,
UF00101_C,2mbald_c  +  h_c  +  nadph_c  -->  iamoh_c  +  nadp_c,NADPH(4-)  +  H +   +  2-Methylbutanal  <=>   NADP(3-)  +  isoamylol,0,1000,3-Methylbutanol:NADP oxidoreductase (1.1.1.265),,R05686,1.1.1.265,1,3-Methylbutanol + NADP+ <=> 3-Methylbutanal + NADPH + H+,C07328 + C00006 <=> C07329 + C00005 + C00080,
UF00103_C,lacL_c  +  nad_c  <=>  h_c  +  nadh_c  +  pyr_c,H +   +  Pyruvate  +  NADH(2-)  <=>   (S)-lactate  +  NAD(1-),-1000,1000,(S)-Lactate:NAD+ oxidoreductase (1.1.1.27),,R00703,1.1.1.27,1,(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,C00186 + C00003 <=> C00022 + C00004 + C00080,"rn00010  Glycolysis / Gluconeogenesis, rn00620  Pyruvate metabolism, rn01110  Biosynthesis of secondary metabolites, rn01120  Microbial metabolism in diverse environments, rn01130  Biosynthesis of antibiotics"
UF00103_X,h_x  +  nadh_x  +  pyr_x  <=>  lacL_x  +  nad_x,H +   +  Pyruvate  +  NADH(2-)  <=>   (S)-lactate  +  NAD(1-),-1000,1000,(S)-Lactate:NAD+ oxidoreductase (1.1.1.27),,R00703,1.1.1.27,1,(S)-Lactate + NAD+ <=> Pyruvate + NADH + H+,C00186 + C00003 <=> C00022 + C00004 + C00080,"rn00010  Glycolysis / Gluconeogenesis, rn00620  Pyruvate metabolism, rn01110  Biosynthesis of secondary metabolites, rn01120  Microbial metabolism in diverse environments, rn01130  Biosynthesis of antibiotics"
UF00104_R,4mzym_int2_r  +  h_r  +  nadph_r  <=>  4mzym_r  +  nadp_r,H +   +  3-dehydro-4alpha-methylzymosterol  +  NADPH(4-)  <=>   4alpha-methylzymosterol  +  NADP(3-),0,1000,4alpha-methylzymosterol:NADP+ 3-oxidoreductase (1.1.1.270),,R07495,1.1.1.270,1,3-Keto-4-methylzymosterol + NADPH + H+ <=> 4alpha-Methylzymosterol + NADP+,C15816 + C00005 + C00080 <=> C05103 + C00006,"rn00100  Steroid biosynthesis, rn01130  Biosynthesis of antibiotics, MODULE M00101  Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol"
UF00105_R,h_r  +  nadph_r  +  zym_int2_r  <=>  nadp_r  +  zymst_r,H +   +  zymosterone  +  NADPH(4-)  <=>   zymosterol  +  NADP(3-),-1000,1000,(1.1.1.270),,RXN66-319,1.1.1.270,1,,,
UF00106_X,h_x  +  nadh_x  +  pyr_x  <=>  lacD_x  +  nad_x  ,H +   +  Pyruvate  +  NADH(2-)  <=>  (R)-lactate  +  NAD(1-),0,1000,(R)-Lactate:NAD+ oxidoreductase (1.1.1.28),,R00704,1.1.1.28,1,(R)-Lactate + NAD+ <=> Pyruvate + NADH + H+,C00256 + C00003 <=> C00022 + C00004 + C00080,"rn00620  Pyruvate metabolism, rn01120  Microbial metabolism in diverse environments"
UF00107_C,nad_c  +  skm_c <-- 3dhsk_c  +  h_c  +  nadh_c,NAD(1-)  +  Shikimate  <=>   H +   +  NADH(2-)  +  3-Dehydroshikimate,-1000,0,shikimate:NAD+ 3-oxidoreductase (1.1.1.282),,R06847,1.1.1.282,1,Shikimate + NAD+ <=> 3-Dehydroshikimate + NADH + H+,C00493 + C00003 <=> C02637 + C00004 + C00080,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, rn01110  Biosynthesis of secondary metabolites, rn01130  Biosynthesis of antibiotics"
UF00108_C,nadp_c  +  quin_c  -->  3dhq_c  +  h_c  +  nadph_c,NADP(3-)  +  (-)-quinate  <=>   NADPH(4-)  +  H +   +  3-Dehydroquinate,-1000,0,L-quinate:NADP+ 3-oxidoreductase (1.1.1.282),,R06846,1.1.1.282,1,Quinate + NADP+ <=> 3-Dehydroquinate + NADPH + H+,C00296 + C00006 <=> C00944 + C00005 + C00080,"rn00400  Phenylalanine, tyrosine and tryptophan biosynthesis, "
UF00109_C,h_c  +  mthgxl_c  +  nadh_c  -->  laldL_c  +  nad_c,Methylglyoxal  +  NADH(2-)  +  H +   <=>   (S)-Lactaldehyde  +  NAD(1-),0,1000,(R)-Lactaldehyde:NAD+ oxidoreductase (1.1.1.78|1.1.1.79),,R02260,1.1.1.283|1.2.1.49,1,(S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+,C00424 + C00006 <=> C00546 + C00005 + C00080,"rn00620  Pyruvate metabolism, rn00640  Propanoate metabolism, "
UF00110_C,h_c  +  mthgxl_c  +  nadph_c  -->  laldL_c  +  nadp_c,Methylglyoxal  +  NADPH(4-)  +  H +   <=>   (S)-Lactaldehyde  +  NADP(3-),0,1000,(S)-lactaldehyde:NADP+ oxidoreductase (1.1.1.283|1.2.1.49),,R02260,1.1.1.283|1.2.1.49|1.1.1.-|1.1.1.21|1.1.1.265,1,(S)-Lactaldehyde + NADP+ <=> Methylglyoxal + NADPH + H+,C00424 + C00006 <=> C00546 + C00005 + C00080,"rn00620  Pyruvate metabolism, rn00640  Propanoate metabolism, "
UF00111_C,hmgth_c  +  nad_c  -->  Sfglutth_c  +  h_c  +  nadh_c,S-(hydroxymethyl)glutathione(1-)  +  NAD(1-)  <=>   S-formylglutathionate(1-)  +  NADH(2-)  +  H + ,0,1000,S-(hydroxymethyl)glutathione dehydrogenase (1.1.1.284),,R06983,1.1.1.284,1,S-(Hydroxymethyl)glutathione + NAD+ <=> S-Formylglutathione + NADH + H+,C14180 + C00003 <=> C01031 + C00004 + C00080,"rn00680  Methane metabolism, rn01120  Microbial metabolism in diverse environments, rn01200  Carbon metabolism"
UF00112_C,hmgth_c  +  nadp_c  -->  Sfglutth_c  +  h_c  +  nadph_c,NADP(3-)  +  S-(hydroxymethyl)glutathione(1-)  <=>   NADPH(4-)  +  H +   +  S-formylglutathionate(1-),-1000,1000,S-(hydroxymethyl)glutathione:NADP+ oxidoreductase (1.1.1.284),,R07140,1.1.1.284,1,S-(Hydroxymethyl)glutathione + NADP+ <=> S-Formylglutathione + NADPH + H+,C14180 + C00006 <=> C01031 + C00005 + C00080,
UF00113_C,abtD_c  +  nadp_c <-- h_c  +  nadph_c  +  rblD_c,NADP(3-)  +  D-arabinitol  <=>   NADPH(4-)  +  H +   +  D-Ribulose,-1000,0,D-arabinitol:NADP+ oxidoreductase (1.1.1.287),,R07144,1.1.1.287,1,D-Arabitol + NADP+ <=> D-Ribulose + NADPH + H+,C01904 + C00006 <=> C00309 + C00005 + C00080,"rn00040  Pentose and glucuronate interconversions, "
UF00114_C,h_c  +  nadph_c  +  xyluD_c  <=>  abtD_c  +  nadp_c,NADPH(4-)  +  D-Xylulose  +  H +   <=>   NADP(3-)  +  D-arabinitol,0,1000,D-arabinitol:NADP+ oxidoreductase (1.1.1.287),,R07143,1.1.1.287,1,D-Arabitol + NADP+ <=> D-Xylulose + NADPH + H+,C01904 + C00006 <=> C00310 + C00005 + C00080,"rn00040  Pentose and glucuronate interconversions, "
UF00115_C,h_c  +  nadph_c  +  srbL_c  -->  nadp_c  +  sbtD_c,L-sorbopyranose  +  NADPH(4-)  +  H +   <=>   D-sorbitol  +  NADP(3-),0,1000,D-glucitol:NADP+ oxidoreductase (1.1.1.289),,R07346,1.1.1.289,1,D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+,C00794 + C00006 <=> C00247 + C00005 + C00080,"rn00051  Fructose and mannose metabolism, "
